   0.0000000e+00   1.1000000e+01   1.9000000e+00   2.3000000e+00
   5.0000000e-03   1.0890548e+01   1.9000000e+00   2.1638334e+00
   1.0000000e-02   1.0782185e+01   1.9000000e+00   1.9180067e+00
   1.5000000e-02   1.0674901e+01   1.9000000e+00   1.7949468e+00
   2.0000000e-02   1.0568684e+01   1.9000000e+00   1.6952517e+00
   2.5000000e-02   1.0463524e+01   1.9000000e+00   1.6136288e+00
   3.0000000e-02   1.0359410e+01   1.9000000e+00   1.5523440e+00
   3.5000000e-02   1.0256332e+01   1.9000000e+00   1.4918428e+00
   4.0000000e-02   1.0154280e+01   1.9000000e+00   1.4467918e+00
   4.5000000e-02   1.0053243e+01   1.9000000e+00   1.4013752e+00
   5.0000000e-02   9.9532116e+00   1.9000000e+00   1.3640860e+00
   5.5000000e-02   9.8541755e+00   1.9000000e+00   1.3300820e+00
   6.0000000e-02   9.7561248e+00   1.9000000e+00   1.2981528e+00
   6.5000000e-02   9.6590497e+00   1.9000000e+00   1.2719935e+00
   7.0000000e-02   9.5629406e+00   1.9000000e+00   1.2453636e+00
   7.5000000e-02   9.4677877e+00   1.9000000e+00   1.2242953e+00
   8.0000000e-02   9.3735817e+00   1.9000000e+00   1.2030491e+00
   8.5000000e-02   9.2803130e+00   1.9000000e+00   1.1857530e+00
   9.0000000e-02   9.1879723e+00   1.9000000e+00   1.1694649e+00
   9.5000000e-02   9.0965505e+00   1.9000000e+00   1.1557184e+00
   1.0000000e-01   9.0060383e+00   1.9000000e+00   1.1437470e+00
   1.0500000e-01   8.9164267e+00   1.9000000e+00   1.1337315e+00
   1.1000000e-01   8.8277068e+00   1.9000000e+00   1.1256647e+00
   1.1500000e-01   8.7398696e+00   1.9000000e+00   1.1195367e+00
   1.2000000e-01   8.6529065e+00   1.9000000e+00   1.1153455e+00
   1.2500000e-01   8.5668086e+00   1.9000000e+00   1.1131794e+00
   1.3000000e-01   8.4815674e+00   1.9000000e+00   1.1131130e+00
   1.3500000e-01   8.3971744e+00   1.9000000e+00   1.1150262e+00
   1.4000000e-01   8.3136212e+00   1.9000000e+00   1.1194526e+00
   1.4500000e-01   8.2308992e+00   1.9000000e+00   1.1257143e+00
   1.5000000e-01   8.1490004e+00   1.9000000e+00   1.1350305e+00
   1.5500000e-01   8.0679165e+00   1.9000000e+00   1.1460796e+00
   1.6000000e-01   7.9876394e+00   1.9000000e+00   1.1606943e+00
   1.6500000e-01   7.9081611e+00   1.9000000e+00   1.1770833e+00
   1.7000000e-01   7.8294736e+00   1.9000000e+00   1.1974150e+00
   1.7500000e-01   7.7515690e+00   1.9000000e+00   1.2197096e+00
   1.8000000e-01   7.6744396e+00   1.9000000e+00   1.2461388e+00
   1.8500000e-01   7.5980776e+00   1.9000000e+00   1.2747779e+00
   1.9000000e-01   7.5224755e+00   1.9000000e+00   1.3075117e+00
   1.9500000e-01   7.4476256e+00   1.9000000e+00   1.3426079e+00
   2.0000000e-01   7.3735205e+00   1.9000000e+00   1.3814400e+00
   2.0500000e-01   7.3001528e+00   1.9000000e+00   1.4225051e+00
   2.1000000e-01   7.2275150e+00   1.9000000e+00   1.4665028e+00
   2.1500000e-01   7.1556000e+00   1.9000000e+00   1.5121489e+00
   2.2000000e-01   7.0844006e+00   1.9000000e+00   1.5593885e+00
   2.2500000e-01   7.0139097e+00   1.9000000e+00   1.6071728e+00
   2.3000000e-01   6.9441201e+00   1.9000000e+00   1.6547553e+00
   2.3500000e-01   6.8750250e+00   1.9000000e+00   1.7014224e+00
   2.4000000e-01   6.8066173e+00   1.9000000e+00   1.7459910e+00
   2.4500000e-01   6.7388903e+00   1.9000000e+00   1.7882396e+00
   2.5000000e-01   6.6718373e+00   1.9000000e+00   1.8269269e+00
   2.5500000e-01   6.6054514e+00   1.9000000e+00   1.8624105e+00
   2.6000000e-01   6.5397260e+00   1.9000000e+00   1.8937116e+00
   2.6500000e-01   6.4746547e+00   1.9000000e+00   1.9216586e+00
   2.7000000e-01   6.4102308e+00   1.9000000e+00   1.9456607e+00
   2.7500000e-01   6.3464479e+00   1.9000000e+00   1.9667377e+00
   2.8000000e-01   6.2832997e+00   1.9000000e+00   1.9846434e+00
   2.8500000e-01   6.2207798e+00   1.9000000e+00   2.0002930e+00
   2.9000000e-01   6.1588820e+00   1.9000000e+00   2.0136892e+00
   2.9500000e-01   6.0976001e+00   1.9000000e+00   2.0254587e+00
   3.0000000e-01   6.0369280e+00   1.9000000e+00   2.0357821e+00
   3.0500000e-01   5.9768596e+00   1.9000000e+00   2.0449459e+00
   3.1000000e-01   5.9173888e+00   1.9000000e+00   2.0532685e+00
   3.1500000e-01   5.8585098e+00   1.9000000e+00   2.0607333e+00
   3.2000000e-01   5.8002167e+00   1.9000000e+00   2.0677641e+00
   3.2500000e-01   5.7425035e+00   1.9000000e+00   2.0741227e+00
   3.3000000e-01   5.6853647e+00   1.9000000e+00   2.0802942e+00
   3.3500000e-01   5.6287944e+00   1.9000000e+00   2.0859176e+00
   3.4000000e-01   5.5727869e+00   1.9000000e+00   2.0914790e+00
   3.4500000e-01   5.5173368e+00   1.9000000e+00   2.0965955e+00
   3.5000000e-01   5.4624383e+00   1.9000000e+00   2.1016869e+00
   3.5500000e-01   5.4080862e+00   1.9000000e+00   2.1064364e+00
   3.6000000e-01   5.3542748e+00   1.9000000e+00   2.1111386e+00
   3.6500000e-01   5.3009989e+00   1.9000000e+00   2.1156054e+00
   3.7000000e-01   5.2482531e+00   1.9000000e+00   2.1199711e+00
   3.7500000e-01   5.1960321e+00   1.9000000e+00   2.1242036e+00
   3.8000000e-01   5.1443307e+00   1.9000000e+00   2.1282743e+00
   3.8500000e-01   5.0931438e+00   1.9000000e+00   2.1322970e+00
   3.9000000e-01   5.0424661e+00   1.9000000e+00   2.1361102e+00
   3.9500000e-01   4.9922927e+00   1.9000000e+00   2.1399329e+00
   4.0000000e-01   4.9426186e+00   1.9000000e+00   2.1435244e+00
   4.0500000e-01   4.8934387e+00   1.9000000e+00   2.1471484e+00
   4.1000000e-01   4.8447482e+00   1.9000000e+00   2.1505520e+00
   4.1500000e-01   4.7965421e+00   1.9000000e+00   2.1539752e+00
   4.2000000e-01   4.7488158e+00   1.9000000e+00   2.1572211e+00
   4.2500000e-01   4.7015643e+00   1.9000000e+00   2.1604417e+00
   4.3000000e-01   4.6547829e+00   1.9000000e+00   2.1635552e+00
   4.3500000e-01   4.6084670e+00   1.9000000e+00   2.1665748e+00
   4.4000000e-01   4.5626120e+00   1.9000000e+00   2.1695741e+00
   4.4500000e-01   4.5172133e+00   1.9000000e+00   2.1723992e+00
   4.5000000e-01   4.4722663e+00   1.9000000e+00   2.1752948e+00
   4.5500000e-01   4.4277665e+00   1.9000000e+00   2.1779383e+00
   4.6000000e-01   4.3837095e+00   1.9000000e+00   2.1807321e+00
   4.6500000e-01   4.3400908e+00   1.9000000e+00   2.1832129e+00
   4.7000000e-01   4.2969062e+00   1.9000000e+00   2.1859000e+00
   4.7500000e-01   4.2541513e+00   1.9000000e+00   2.1882413e+00
   4.8000000e-01   4.2118217e+00   1.9000000e+00   2.1908120e+00
   4.8500000e-01   4.1699134e+00   1.9000000e+00   2.1930389e+00
   4.9000000e-01   4.1284221e+00   1.9000000e+00   2.1954817e+00
   4.9500000e-01   4.0873436e+00   1.9000000e+00   2.1976188e+00
   5.0000000e-01   4.0466739e+00   1.9000000e+00   2.1999236e+00
