   0.0000000e+00   1.2000000e+01   2.3000000e+00
   5.0000000e-03   1.1791827e+01   2.1359849e+00
   1.0000000e-02   1.1587265e+01   1.8370213e+00
   1.5000000e-02   1.1386252e+01   1.6982243e+00
   2.0000000e-02   1.1188726e+01   1.5750952e+00
   2.5000000e-02   1.0994626e+01   1.4807336e+00
   3.0000000e-02   1.0803894e+01   1.4042358e+00
   3.5000000e-02   1.0616471e+01   1.3358745e+00
   4.0000000e-02   1.0432299e+01   1.2789063e+00
   4.5000000e-02   1.0251322e+01   1.2280909e+00
   5.0000000e-02   1.0073484e+01   1.1821478e+00
   5.5000000e-02   9.8987318e+00   1.1435612e+00
   6.0000000e-02   9.7270110e+00   1.1061866e+00
   6.5000000e-02   9.5582691e+00   1.0759351e+00
   7.0000000e-02   9.3924545e+00   1.0464062e+00
   7.5000000e-02   9.2295164e+00   1.0222810e+00
   8.0000000e-02   9.0694049e+00   9.9986352e-01
   8.5000000e-02   8.9120710e+00   9.8067501e-01
   9.0000000e-02   8.7574665e+00   9.6502364e-01
   9.5000000e-02   8.6055440e+00   9.5062477e-01
   1.0000000e-01   8.4562571e+00   9.4098166e-01
   1.0500000e-01   8.3095599e+00   9.3165297e-01
   1.1000000e-01   8.1654076e+00   9.2772667e-01
   1.1500000e-01   8.0237561e+00   9.2379454e-01
   1.2000000e-01   7.8845618e+00   9.2568345e-01
   1.2500000e-01   7.7477823e+00   9.2760842e-01
   1.3000000e-01   7.6133756e+00   9.3572520e-01
   1.3500000e-01   7.4813006e+00   9.4418910e-01
   1.4000000e-01   7.3515167e+00   9.5924222e-01
   1.4500000e-01   7.2239844e+00   9.7519910e-01
   1.5000000e-01   7.0986644e+00   9.9821546e-01
   1.5500000e-01   6.9755184e+00   1.0229067e+00
   1.6000000e-01   6.8545088e+00   1.0552357e+00
   1.6500000e-01   6.7355984e+00   1.0901423e+00
   1.7000000e-01   6.6187508e+00   1.1333415e+00
   1.7500000e-01   6.5039303e+00   1.1799686e+00
   1.8000000e-01   6.3911016e+00   1.2354023e+00
   1.8500000e-01   6.2802303e+00   1.2946845e+00
   1.9000000e-01   6.1712823e+00   1.3625943e+00
   1.9500000e-01   6.0642244e+00   1.4336806e+00
   2.0000000e-01   5.9590236e+00   1.5116260e+00
   2.0500000e-01   5.8556479e+00   1.5902153e+00
   2.1000000e-01   5.7540655e+00   1.6716041e+00
   2.1500000e-01   5.6542453e+00   1.7492295e+00
   2.2000000e-01   5.5561568e+00   1.8240286e+00
   2.2500000e-01   5.4597699e+00   1.8905507e+00
   2.3000000e-01   5.3650551e+00   1.9496742e+00
   2.3500000e-01   5.2719834e+00   1.9985893e+00
   2.4000000e-01   5.1805263e+00   2.0389307e+00
   2.4500000e-01   5.0906557e+00   2.0705046e+00
   2.5000000e-01   5.0023442e+00   2.0953104e+00
   2.5500000e-01   4.9155647e+00   2.1143543e+00
   2.6000000e-01   4.8302907e+00   2.1292506e+00
   2.6500000e-01   4.7464959e+00   2.1409675e+00
   2.7000000e-01   4.6641549e+00   2.1505180e+00
   2.7500000e-01   4.5832422e+00   2.1584460e+00
   2.8000000e-01   4.5037332e+00   2.1653103e+00
   2.8500000e-01   4.4256035e+00   2.1713575e+00
   2.9000000e-01   4.3488292e+00   2.1768298e+00
   2.9500000e-01   4.2733867e+00   2.1819022e+00
   3.0000000e-01   4.1992530e+00   2.1865679e+00
   3.0500000e-01   4.1264053e+00   2.1910591e+00
   3.1000000e-01   4.0548214e+00   2.1951925e+00
   3.1500000e-01   3.9844793e+00   2.1992632e+00
   3.2000000e-01   3.9153575e+00   2.2030040e+00
   3.2500000e-01   3.8474348e+00   2.2067276e+00
   3.3000000e-01   3.7806904e+00   2.2101446e+00
   3.3500000e-01   3.7151039e+00   2.2135751e+00
   3.4000000e-01   3.6506552e+00   2.2166943e+00
   3.4500000e-01   3.5873245e+00   2.2198849e+00
   3.5000000e-01   3.5250924e+00   2.2227132e+00
   3.5500000e-01   3.4639399e+00   2.2257095e+00
   3.6000000e-01   3.4038483e+00   2.2282565e+00
   3.6500000e-01   3.3447992e+00   2.2310860e+00
   3.7000000e-01   3.2867744e+00   2.2333744e+00
   3.7500000e-01   3.2297562e+00   2.2360461e+00
   3.8000000e-01   3.1737271e+00   2.2381091e+00
   3.8500000e-01   3.1186701e+00   2.2406212e+00
   3.9000000e-01   3.0645681e+00   2.2424941e+00
   3.9500000e-01   3.0114047e+00   2.2448426e+00
   4.0000000e-01   2.9591636e+00   2.2465576e+00
   4.0500000e-01   2.9078287e+00   2.2487398e+00
   4.1000000e-01   2.8573844e+00   2.2503265e+00
   4.1500000e-01   2.8078151e+00   2.2523378e+00
   4.2000000e-01   2.7591058e+00   2.2538269e+00
   4.2500000e-01   2.7112415e+00   2.2556595e+00
   4.3000000e-01   2.6642075e+00   2.2570833e+00
   4.3500000e-01   2.6179895e+00   2.2587274e+00
   4.4000000e-01   2.5725732e+00   2.2601154e+00
   4.4500000e-01   2.5279448e+00   2.2615652e+00
   4.5000000e-01   2.4840906e+00   2.2629381e+00
   4.5500000e-01   2.4409972e+00   2.2641972e+00
   4.6000000e-01   2.3986514e+00   2.2655627e+00
   4.6500000e-01   2.3570401e+00   2.2666453e+00
   4.7000000e-01   2.3161508e+00   2.2679989e+00
   4.7500000e-01   2.2759707e+00   2.2689275e+00
   4.8000000e-01   2.2364877e+00   2.2702562e+00
   4.8500000e-01   2.1976897e+00   2.2710579e+00
   4.9000000e-01   2.1595646e+00   2.2723441e+00
   4.9500000e-01   2.1221010e+00   2.2730475e+00
   5.0000000e-01   2.0852873e+00   2.2742723e+00
