   0.0000000e+00   1.5000000e+01   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.3000000e+00
   5.0000000e-03   1.1682012e+01   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.0985140e+00
   1.0000000e-02   9.0979599e+00   6.2000000e+00   4.2000000e+00   1.7300000e+00   1.8203135e+00
   1.5000000e-02   7.0854983e+00   6.2000000e+00   4.2000000e+00   1.7300000e+00   1.7991408e+00
   2.0000000e-02   5.5181916e+00   6.2000000e+00   4.2000000e+00   1.7300000e+00   1.8173704e+00
   2.5000000e-02   4.2975720e+00   6.2000000e+00   4.2000000e+00   1.7300000e+00   1.8683594e+00
   3.0000000e-02   3.3469524e+00   6.2000000e+00   4.2000000e+00   1.7300000e+00   1.9477364e+00
   3.5000000e-02   2.6066092e+00   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.0153205e+00
   4.0000000e-02   2.0300292e+00   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.0898810e+00
   4.5000000e-02   1.5809884e+00   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.1489235e+00
   5.0000000e-02   1.2312750e+00   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.1946854e+00
   5.5000000e-02   9.5891792e-01   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.2343491e+00
   6.0000000e-02   7.4680603e-01   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.2544632e+00
   6.5000000e-02   5.8161312e-01   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.2754370e+00
   7.0000000e-02   4.5296075e-01   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.2828785e+00
   7.5000000e-02   3.5276619e-01   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.2907083e+00
   8.0000000e-02   2.7473458e-01   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.2947769e+00
   8.5000000e-02   2.1396351e-01   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.2957189e+00
   9.0000000e-02   1.6663495e-01   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.2989175e+00
   9.5000000e-02   1.2977543e-01   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.2981024e+00
   1.0000000e-01   1.0106920e-01   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.2995604e+00
   1.0500000e-01   7.8712776e-02   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.2996919e+00
   1.1000000e-01   6.1301572e-02   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.2992753e+00
   1.1500000e-01   4.7741712e-02   6.2000000e+00   4.2000000e+00   1.7300000e+00   2.3003358e+00
